"state","year","co2_emission","total_num_investments","total_amnt_assist","BDFDB","BDPRP","BFFDB","BFPRP","CLPRB","CLPRK","CLPRP","COPRK","EMFDB","ENPRP","GETCB","HYTCB","NCPRB","NGMPB","NGMPK","NGMPP","NUETB","PAPRB","PAPRP","REPRB","SOTCB","TEPRB","TETCB","WDEXB","WDPRB","WDTCB","WSTCB","WWPRB","WYTCB","employment_total","employment_wage_salary","employment_proprietors","employment_proprietors_farm","employment_proprietors_nonfarm","employment_farm","employment_nonfarm","employment_nonfarm_private","employment_forestry_fishing_related","employment_mining_quarrying_oil_gas","employment_utilities","employment_contrsuction","employment_manufacturing","employment_wholesale_trade","employment_retail_trade","employment_transportation_warehousing","employment_information","employment_finance_insurance","employment_real_estate_rental_leasing","employment_professional_scientific_technical","employment_management_companies","employment_administrative_support_waste_remediation","employment_educational","employment_healh_care","employment_arts_entertainment_recreation","employment_accommodation_food","employment_other_services","employment_government_gov_enterprises","employment_federal_civilian","employment_military","employment_state_local","employment_state","employment_local","gdp_all_industry_total","gdp_private_industries","gdp_agriculture_forestry_fishing_hunting","gdp_farms","gdp_forestry_fishing_related","gdp_mining_quarrying_oil_gas","gdp_oil_gas","gdp_mining","gdp_support_activities_mining","gdp_utlilities","gdp_construction","gdp_manufacturing","gdp_durable_goods_manufacturing","gdp_wood_product_manufacturing","gdp_nonmetallic_mineral_product_manufacturing","gdp_primary_metal_manufacturing","gdp_fabricated_metal_product_manufacturing","gdp_machinery_manufacturing","gdp_computer_electronic_manufacturing","gdp_electrical_equipment_appliance_manufacturing","gdp_vehicles_trailers_parts_manufacturing","gdp_other_transportation_equipment_manufacturing","gdp_furniture_manufacturing","gdp_miscellaneous_manufacturing","gdp_nondurable_goods_manufacturing","gdp_food_beverage_tabacco_manufacturing","gdp_textile","gdp_apparel_manufacturing","gdp_paper_manufacturing","gdp_printing","gdp_petroleum_coal_manufacturing","gdp_chemical_manufacturing","gdp_plastics_rubber_manufacturing","gdp_wholesale_trade","gdp_retail_trade","gdp_transportation_warehousing","gdp_air_transportation","gdp_rail_transportation","gdp_water_trasnportation","gdp_truck_transportation","gdp_ground_passenger_transportation","gdp_pipeline_transportation","gdp_other_transportation","gdp_warehousing","gdp_information","gdp_publishing_industries","gdp_motion_pictures","gdp_broadcasting","gdp_data_processing_hosting","gdp_finance_insurance_real_estate","gdp_finance_insurance","gdp_monetary_authorities","gdp_securities_contracts","gdp_insurance_carriers","gdp_funds_trusts","gdp_real_estate_rental_leasing","gdp_real_estate","gdp_rental_leasing","gdp_professional_business","gdp_professional_scientific_technical","gdp_legal","gdp_computer_systems_design","gdp_misc_professional_scientific","gdp_management_companies_enterprises","gdp_administrative_support_waste","gdp_administrative_support","gdp_waste_remediation","gdp_educational_health_social","gdp_educational","gdp_health_care_social","gdp_ambulatory_health","gdp_hospitals","gdp_nursing","gdp_social_assistance","gdp_arts_entertainment_recreation_accommodation_food","gdp_arts_entertainment_recreation","gdp_performing_arts_spectator_sports_museums","gdp_amusement_gambling","gdp_accommodation_food","gdp_accommodation","gdp_food_services","gdp_other_services","gdp_government_gov_enterprises","gdp_federal_civilian","gdp_military","gdp_state_local","gdp_natural_resources_mining","gdp_trade","gdp_transportation_utlities","gdp_manufacturing_information","gdp_goods_producing_industries","gdp_services_providing_industries","party_governer","party_prop_representative","party_prop_senator","median_household_income","population","number_photovoltaic_shipments"
"South Carolina",2017,69.9624299818523,84,68063288,0,0,0,0,0,0,0,0,0,0,648,16906,19592,0,0,0,568390,0,0,132533,2037,700923,1647778,5951,108601,102650,4340,112941,0,2760166,2174429,585737,21267,564470,28940,2731226,2321198,11819,5005,12857,156762,250284,80140,299243,92219,34991,113484,128220,152127,23883,218346,46361,234487,56137,241392,163441,410028,33759,52862,323407,99666,223741,223414,189105.2,1199.8,725.4,474.5,372.2,1.1,355.5,15.7,5758.3,11851.7,36510.8,22371.4,993.6,1144.7,1038.3,2922.3,3330.4,2056.7,2805.8,5015,1728.2,471.4,865,14139.3,2227.2,1443.9,123.4,2363.8,389.4,310.5,4660,2621.1,12875,14394.8,5270.5,285.3,303.2,50.8,2067.6,144.9,20.5,1247.3,1150.8,6481.5,1128.2,245.4,4392.1,715.9,38051.4,10287.5,3867.7,906.3,5491.9,21.6,27763.8,25423.9,2339.9,24008,12490.5,2230.1,2018.1,8242.4,2318.8,9198.6,7583.7,1614.9,16448.4,1781.3,14667.1,8732.9,3266.2,1690.1,977.9,10715,1469.3,581.9,887.3,9245.7,2987.9,6257.9,5167.7,34308.8,4294.1,4012.9,26001.7,1572.1,27269.8,11028.9,42992.3,49934.6,139170.7,1,0.846153846153846,1,50570,5027102,348796
"South Dakota",2017,14.6558663845962,18,3225820,0,0,160796,28199,0,0,0,5.723,160796,28199,1868,48419,77574,531,1.115,476,0,7463,1304,241029,32,249023,394141,0,2116,2116,544,2660,27255,601300,453687,147613,25958,121655,31405,569895,483811,5726,2659,2100,34479,45608,22453,67920,16199,7028,39752,25568,22254,5529,19057,10176,70275,12344,44625,30059,86084,11377,8049,66658,18972,47686,50342.9,44782.6,3256.8,3084.5,172.3,149.8,8.9,138.8,2.2,870.7,1924.1,4882.9,3364.9,184.7,324.8,48.8,358.3,744.4,175.1,61.3,243.3,28.6,143.2,1052.5,1517.9,831.6,33,0.9,62.2,104,2.6,364.3,119.3,3380.6,3430,1183.2,92.6,156.4,0.2,604.8,65.9,23.4,197.5,42.4,1180.1,145.6,35.5,945.3,53.8,13364.3,8674,7032.1,244.3,1323.9,73.7,4690.3,4530.6,159.8,2938.4,1517.9,247.2,287.3,983.4,675.8,744.6,673.3,71.4,5208.5,346.5,4862,2020.6,2075.1,500.7,265.6,1965.6,306.4,107.3,199.1,1659.2,742.8,916.4,1047.7,5560.3,900,499.6,4160.7,3406.6,6810.6,2053.9,6063,10213.6,34569.1,1,1,1,56521,873732,NA
"Tennessee",2017,97.4076709483114,28,889496,244,45,25649,4500,11168,25.905,431,5.723,25404,4455,213,80071,82362,3515,1.179,2982,332779,1551,271,166421,1679,515435,2145679,0,52821,52821,5589,58411,399,4032836,3083764,949072,64371,884701,75378,3957458,3509867,11067,8787,4095,218572,364096,132640,419535,210035,58690,179609,157832,223655,49115,308525,81463,426642,91497,319792,244220,447591,49564,21262,376765,95884,280881,346283,307396.2,1443,1119.3,323.8,717.8,8.4,683,26.4,1930.6,13601.4,53291.8,30988.8,1055.4,1723.8,1540.8,3942.1,3346.6,793.2,3977.3,10548,572.5,571.6,2917.6,22303,8508.9,543.5,182.6,2810.5,1115.9,969.6,5642.9,2529.1,23122,23259.5,15622.6,815.5,813.7,359.1,5319.8,494.9,537.2,5317.4,1964.9,10513.8,1763.8,1896.6,5073.1,1780.3,58198.5,19634.3,7351.8,2185.1,9816.9,280.5,38564.2,35427.9,3136.4,38683.5,18893.1,2792.6,2624.1,13476.4,6158.1,13632.3,12608.1,1024.2,39009.4,3833.5,35175.9,17065.6,13900.4,2687.8,1522.1,19488.3,6604.6,5431.3,1173.3,12883.7,3480.5,9403.2,8514.1,38886.7,9888.8,1193.1,27804.7,2160.8,46381.5,17553.2,63805.6,69054,238342.2,1,0.75,1,51340,6714748,135372
"Texas",2017,664.967347514774,219,98254981,25313,4659,74708,13322,474274,13.036,36382,5.723,49395,8663,2478,9784,655250,8735219,1.209,7223841,403523,7297941,1275195,810455,25155,17721412,13173303,0,55169,55169,25328,80497,617833,17102707,12662487,4440220,225017,4215203,272819,16829888,14768588,64011,453294,55838,1151587,933434,643094,1652441,756613,255086,1017944,765961,1161776,182998,1143939,281440,1668998,292011,1305191,982932,2061300,200651,170420,1690229,373745,1316484,1665428,1484190.1,10315.2,8586.4,1728.7,121839.9,95918,3327.1,22594.8,27932.9,88401.9,216763.6,107296,2247.6,6470.9,2914.5,12530.6,13884.6,34127.6,2419.9,15002.4,12951.2,1376.2,3370.4,109467.5,14361.6,495.6,454.7,2086.4,1838.7,33518,51910.3,4802.3,130433.5,91654,61234.1,14829.5,3735.3,862.2,15788.1,1439.7,8514.3,10673.5,5391.5,64343.5,10605.3,2016,42660.9,9061.3,266611.2,99558.7,36775.7,15390,38523.3,8869.7,167052.5,143307.9,23744.6,193899.2,116074.8,19014.8,26733.9,70326.2,22451.5,55372.8,50537.5,4835.3,116843.9,12945.2,103898.7,59582,30453.2,7565.9,6297.7,60465.1,11987.2,7274.5,4712.7,48477.9,9104.2,39373.7,33452,181237.9,27748.6,15481.9,138007.5,132155,222087.6,89167.1,281107.1,437320.5,1046869.6,1,0.6875,1,59206,28291024,611608
"Utah",2017,59.0311355475252,56,15437033,0,0,0,0,317768,22.182,14326,5.723,0,0,5239,11919,48162,346868,1.1,315211,0,197089,34438,53282,23097,915007,827453,0,3910,3910,1211,5120,7907,1993340,1526420,466920,16210,450710,21898,1971442,1715779,3949,13800,5020,125554,139210,57389,211286,72495,44273,127683,113297,149703,28478,113346,66403,168352,46254,128047,101240,255663,36105,16361,203197,77146,126051,167613.4,146612.4,860.8,765.7,95.1,2674.4,664.9,1639.8,369.7,2192.4,10209.9,18198.9,12086.5,144.8,704.5,1182.8,1280.3,674.5,2094.1,310.3,1202.7,1275.8,588.7,2628,6112.4,1792.6,86,34.3,429.3,485.1,1275.4,1510.9,498.8,8864.2,11759.1,5994.3,1782.4,326.5,1.3,1902.7,218.7,84.9,1040.9,636.9,7966.5,3318.7,446.7,2477.5,1723.6,37003.2,13776.4,9433.3,1039.2,2921.1,382.9,23226.8,20445.4,2781.4,18162.3,10846.3,1287.1,3111.7,6447.5,2297.4,5018.6,4694.9,323.7,12194,2506.4,9687.6,4868.9,3106.2,1019.1,693.4,5964.6,1564.7,768.1,796.6,4399.9,1327.9,3072,4567.8,21001,4849.1,1428.3,14723.7,3535.2,20623.3,8186.7,26165.4,31944,114668.4,1,1,1,65358,3103540,51602
"Virginia",2017,105.583876935005,35,5764689,440,81,7654,1346,343642,25.079,13702,5.723,7215,1265,1701,10285,16020,121571,1.053,115452,319562,40,7,140979,4034,925794,2401427,7750,101834,94084,15470,117304,0,5218115,4140678,1077437,38074,1039363,48962,5169153,4291239,14063,11583,11356,284982,248794,122681,503371,197685,84099,223464,233333,559155,78085,311878,110005,500088,111227,376396,308994,877914,197615,136188,544111,165695,378416,511876.3,418578.3,1847.7,1357.5,490.2,1439.1,85.8,1296.6,56.7,7387.7,20492.7,43184.3,17740.5,1442.2,1315.1,576.5,2324.4,1779.4,2428.6,930.8,1543.9,3770,861.2,768.3,25443.8,17504.5,493.8,91.3,1114.2,783.7,190.8,3131.8,2133.8,22058.5,25614.5,13577.9,3733.5,964.2,407.8,3007.3,1141,142.3,2553.3,1628.6,17933.2,3608.9,636.4,8639.1,5048.9,99270.1,26638.6,14696.9,3655,8046.4,240.3,72631.5,68868,3763.4,97600.7,66855.5,5233.8,25968.6,35653.1,12411.3,18333.9,17324,1009.9,37959.7,5123.1,32836.6,17741.6,8945.9,3380.9,2768.2,17457.4,3500.5,1990.8,1509.7,13956.9,3320.1,10636.7,12754.8,93298.1,31599.6,18960.7,42737.8,3286.8,47673.1,20965.6,61117.5,66963.7,351614.6,0,0.529411764705882,0,71535,8471011,383188
"Vermont",2017,5.83103062402559,23,4591717,0,0,0,0,0,0,0,0,0,0,29,11796,16668,0,0,0,0,0,0,37792,2029,37792,134076,0,20957,20957,167,21124,2814,436223,328440,107783,6444,101339,9372,426851,368781,3376,1357,1474,28475,33687,10550,47046,9164,6019,13918,15929,27472,2323,18799,19380,59570,12056,36509,21677,58070,6966,4345,46759,16918,29841,32040.7,27449.3,422.6,350.6,72,293.1,0,291.4,1.7,615.6,1092.1,2998.7,1918.8,156.7,136.5,20.3,160.3,334.8,601,123.9,44,118.6,60.7,161.9,1079.9,609.1,17.1,27,78.8,78,32.6,131.4,105.9,1607.6,2396.8,537,28.1,17.3,11.5,219.9,68.8,0.2,130.2,61,815.6,332.9,20.9,342.8,119,6148.1,1737.3,513.4,201.8,1017.8,4.3,4410.8,4242.3,168.5,3243.1,2109.5,310.2,570.7,1228.5,260.8,872.8,755.4,117.4,4460.8,958.9,3501.8,1518.2,1245.2,340.6,397.8,2097.9,353.6,198.1,155.5,1744.3,960.5,783.7,720.5,4591.4,989.6,191.3,3410.5,715.7,4004.4,1152.6,3814.2,4806.4,22642.9,1,0,0,57513,625132,46896
"Washington",2017,79.1186534402502,104,6910234,9204,1694,9204,1694,0,0,0,0,0,0,1136,757151,823289,0,0,0,85013,0,0,950220,1201,1035233,2075340,0,109704,109704,8023,117726,63801,4429973,3525480,904493,31458,873035,84374,4345599,3695688,42858,8756,5311,258040,305070,145693,464725,168389,139313,169129,206998,327538,48289,218779,81725,471642,106121,303348,223964,649911,74941,74266,500704,150556,350148,527707.5,459499.4,7284.6,5049,2235.6,462.6,3.1,428.5,31.1,4415,22370.2,59871.4,45393.8,1331.5,1434.2,830.9,1930.9,1647.5,3661.5,621.3,618,31747.3,411.3,1159.4,14477.6,5026.3,177.3,106.1,1205.9,467.9,4556.6,2181.3,756.3,27335.8,43820.9,14662.4,4394.2,1006.8,701.5,3047.4,873.6,100.2,3672.5,866.3,63703.1,41007.5,501.1,10528.5,11666,93382.6,19800,8812.1,2887,7995.7,105.2,73582.6,69814.1,3768.5,54822.7,33811.6,5597.7,8893.3,19320.5,6670.6,14340.5,11496.8,2843.7,36522.6,3125.6,33397,17170,9665.4,2851.4,3710.2,20589.8,4243.9,2177.5,2066.4,16345.9,4694.7,11651.2,10255.7,68208.1,12322.6,7553.9,48331.6,7747.3,71156.7,19077.4,123574.4,89988.8,369510.6,0,0.368421052631579,0,70979,7427951,36911
"Wisconsin",2017,98.6430879282991,95,2622475,1894,349,83624,14682,0,0,0,0,81729,14333,615,24481,41165,0,0,0,100919,0,0,224172,953,325091,1817947,0,90051,90051,9333,99384,15116,3679343,3000930,678413,59457,618956,81385,3597958,3162163,16613,6981,9888,178183,485244,136091,379860,131561,55838,182072,130860,172653,71652,179487,70461,429943,75313,261704,187759,435795,29103,15903,390789,114966,275823,320610,285919.5,4655.7,4084.9,570.8,1288.4,2.6,1279.9,5.9,5438.1,13258.1,60131,34808.4,1548.9,2100.5,2178.8,6664.9,8429.9,3166.1,3723.2,2275.4,2153.9,1036.7,1530.1,25322.5,8842.7,235.8,99.2,4153,2603.4,611.9,5677.4,3099,19632,17786.9,9490.8,463.1,824.3,17.2,4514.2,1226.4,112.7,1154.4,1178.6,11240.7,4926.8,244.5,4339.3,1730.1,63066.7,26001.5,6206.4,2697.1,17046.4,51.6,37065.2,35266,1799.2,31166.2,14212.5,2629.8,3016.4,8566.3,9133.8,7819.9,7105.8,714,31713.8,3558.1,28155.7,13333.1,9093.9,3102.5,2626.2,10114.3,2360.5,1291.8,1068.7,7753.8,1594.3,6159.5,6936.8,34690.4,3957.5,744.3,29988.7,5944.1,37418.9,14929,71371.7,79333.2,206586.3,1,0.6,0.5,59305,5793147,15001
"West Virginia",2017,90.8416277225156,88,673413,0,0,0,0,2390309,25.752,92821,5.723,0,0,32,15280,30937,1836375,1.213,1514278,0,49372,8627,41643,126,4317700,753016,0,10632,10632,75,10706,15499,888888,720117,168771,21771,147000,23378,865510,710857,3091,32448,5456,44976,49438,22614,103857,25954,10337,26060,26134,39105,7194,43831,13239,125702,14561,70970,45890,154653,23852,8617,122184,51225,70959,72853.1,61027.4,373.3,249.6,123.7,6844,2612.2,3829.4,402.3,2199.7,3427.5,7562.2,3322.2,383.7,358.5,645.9,410.6,133.8,73.2,44.7,679.5,382.5,47.6,162.2,4240,207.7,8.4,7.5,39.7,59.8,608.2,3020.6,288.1,3720.4,5015.6,2167.1,16.8,454.4,45.8,729.1,21.8,366.8,348.4,184.1,1406.6,308.8,27.7,917.5,152.7,9759,2524.8,974.3,174,1367.7,8.9,7234.2,6609.5,624.7,5898.7,3291.9,1279,471.3,1541.6,706.3,1900.5,1670.3,230.2,8321.6,437.7,7883.9,3418.5,3232.8,738.4,494.2,2845.2,394.3,116.2,278.1,2450.9,774.2,1676.7,1486.5,11825.7,3268.1,371,8186.6,7217.2,8736.1,4366.8,8968.9,18206.9,42820.5,0,1,0.5,43469,1818683,1650
"Wyoming",2017,62.7964865640535,47,413987,0,0,0,0,5516757,17.433,316454,5.723,0,0,663,10352,50867,1788258,1.125,1590059,0,433655,75774,55916,45,7794586,534840,0,5049,5049,0,5049,39806,398915,289146,109769,10610,99159,14941,383974,309057,NA,26566,2594,27725,NA,9201,38976,14392,4811,18211,23257,17545,1653,13636,4113,30042,8050,35578,17726,74917,7548,6054,61315,15383,45932,37271.2,30996.1,637,562.1,74.9,7212.8,2336.7,3967.3,908.8,1028.8,1993.6,1971.5,480.4,33.7,147.3,8.4,131.1,49.2,26.7,43.9,15.5,8.9,7.2,8.3,1491.1,99.2,10,0.5,0,13.8,737.4,589.5,40.7,1451.3,2015.2,3285.3,86.9,1271,6.4,376.3,31.2,1233.6,189.7,90.1,617.7,95.6,27.7,437.2,57.1,4958.2,984.7,519.1,70.3,346.4,48.9,3973.5,3480.8,492.6,1806,1140.3,187,122.4,830.9,121.9,543.8,460.4,83.4,1790.6,118.6,1672.1,977.2,252,202.2,240.7,1641.5,276.3,80.2,196.1,1365.2,759.2,606,586.6,6275.1,895.6,403.7,4975.9,7849.9,3466.4,4314.1,2589.2,11815,19181.1,1,1,1,60434,579994,NA
"Alaska",2018,34.5145885656138,44,18236626,15,3,15,3,13752,15.253,902,5.706,0,0,186,15151,16777,375279,1.1,341315,0,997415,174801,24158,28,1410604,604644,0,6910,6910,456,7366,1411,455008,356145,98863,875,97988,1597,453411,350652,10406,15278,2321,23285,15384,7440,44731,25001,6684,11734,17525,23402,3565,17136,5893,52932,11026,35806,21103,102759,14891,25817,62051,23518,38533,54292.9,42939.1,387.5,24.5,363,8749.6,6023.4,1723.5,1002.8,810.4,1955.8,1864.6,233.7,40.9,61.6,1.6,35.7,11.6,16.8,1.6,3.8,40.3,9,10.7,1630.9,769.7,5.9,0.9,0.5,21.4,817.3,8.9,6.3,1390.4,2290.3,7198.4,935.2,0,299.8,296.7,118,4652.3,858.2,38.2,1126.7,61.5,24.6,983,57.5,6634.5,1454.8,925.9,110.8,413.8,4.3,5179.7,4649.3,530.4,3235.9,1853.3,185,175.8,1492.4,361.4,1021.2,773.1,248.1,4477.5,202.7,4274.7,2223.9,1442.1,195.4,413.3,1906.3,332.4,112.5,219.9,1573.9,646.7,927.2,911.3,11353.8,2176.5,2323.9,6853.4,9137.1,3680.7,8008.8,2991.2,12957.5,29981.7,0,1,1,74346,736624,NA
"Alabama",2018,112.355471434763,75,1844186,1652,304,1652,304,370533,25.065,14783,5.706,0,0,141,101447,105013,149607,1.073,139477,412584,33591,5887,279560,3425,1245875,1956413,4462,171215,166753,1680,172895,0,2691497,2098185,593312,35400,557912,42642,2648855,2243146,15929,9641,14259,148034,277594,82293,283144,85403,27681,115892,110757,155355,19144,185114,41699,253445,41818,200730,175214,405709,53072,28909,323728,107899,215829,221030.7,184432.7,2475.4,1834.7,640.7,2306.2,250.1,1956.8,99.3,6164.4,8055.4,37786.1,23482.8,1735.1,1020.3,3700.4,2798.4,1103,1190.1,721.2,5999.9,3674.8,935.2,604.3,14303.3,2398.5,466.6,102.3,2953.8,203.4,2471.2,3816.3,1891.3,13017.5,14669.2,6274.6,212.5,760.3,82.8,2606.5,89.2,539.6,1226.4,757.3,4518.4,971,106.8,2975.2,465.4,36683.4,13560.1,7496.9,954,5093.7,15.5,23123.3,21281.4,1842,21894.6,13771.4,2647.1,3084.6,8039.8,2145.4,5977.9,5403.5,574.3,17795.5,1332,16463.5,9936.4,4044.6,1690,792.5,7125.2,819.1,310.7,508.4,6306.1,1045.9,5260.2,5666.8,36598,8742.1,4595.7,23260.2,4781.6,27686.7,12439,42304.5,50623,133809.6,1,0.857142857142857,0.666666666666667,49861,4891628,4504
"Arkansas",2018,70.786146151218,414,79970512,9499,1748,9499,1748,0,0,0,5.706,0,0,808,27392,30317,600455,1.018,589985,132996,28553,5004,126121,2117,888125,1116757,8489,82077,73588,4228,86305,0,1657511,1296707,360804,38457,322347,52272,1605239,1378692,14761,10586,8064,90641,166358,51701,170779,72528,14334,63531,61906,69663,36910,95517,23284,196453,22762,115998,92916,226547,20147,15140,191260,81462,109798,127761.3,111261.9,2916.7,2304.2,612.5,1320.4,720.8,402.6,197,3332.2,4876.2,19244,9400.8,1107.9,476.9,1720.9,1906.8,1345.6,316.6,495,525.8,1040.4,254,210.9,9843.2,4006.1,77.3,80.7,2029.2,280.6,1030.5,1058.8,1280.1,9952.4,8823.7,5372.1,138,808.6,4.2,3001.2,73.3,97.6,769.5,479.6,2082.3,396.4,84.2,1182.4,419.4,19945.6,6281.8,3235,456.5,2569.9,20.5,13663.8,12688.4,975.4,13886.1,4849.5,802.9,1187.8,2858.8,5407.8,3628.8,3208,420.7,12128.9,848,11280.9,5575.8,3304.1,1191.9,1209,4371.7,604.4,277.8,326.6,3767.3,688,3079.3,3009.6,16499.4,2594.4,834.6,13070.4,4237.1,18776.1,8704.3,21326.3,28357.3,82904.6,1,1,1,47062,3012161,NA
"Arizona",2018,94.0955086585858,48,539053,0,0,6758,1184,140759,21.489,6550,5.706,6758,1184,345,63566,139517,44,1.041,42,325122,57,10,156071,70779,622052,1542208,0,9307,9307,489,9796,4827,3853621,2962324,891297,18044,873253,30859,3822762,3371528,15976,20056,12760,219947,184541,111485,396644,162119,59298,255085,221036,252024,38030,314161,80202,433469,87312,303693,203690,451234,55670,33512,362052,93297,268755,350718.3,306589.2,2619.1,1971.4,647.7,5199.9,18.2,5020.1,161.6,6861.5,16877.9,29078.2,24130.8,337.4,989.9,761.7,2086.4,973.6,8260.6,546.4,698.1,7504.2,424.8,1547.7,4947.4,2142.5,96.5,27.9,246.8,514.3,152,1106.5,660.9,19602.9,24541.6,11227.2,3706.2,877.5,0.2,2491.2,758.6,101,2023.4,1269.2,12247.3,2087,282.3,7110,2768,80490.6,25390.8,12737.9,3320.3,8603.7,728.9,55099.9,49930.2,5169.7,39774.7,20209.4,3000.5,4698.3,12510.5,3690.1,15875.2,14879.9,995.3,34122.7,4081.3,30041.4,16113.6,9282,2511.9,2133.9,16989.6,3807.4,2338.6,1468.8,13182.3,3686.1,9496.1,6956,44129.1,7923.4,3936.9,32268.7,7819,44144.5,18088.7,41325.5,53775.1,252814.1,1,0.578947368421053,1,59246,7164228,238793
"California",2018,358.594717758653,749,28208367,5950,1095,35465,6265,0,0,0,5.706,29515,5170,108445,239714,857451,228906,1.13,202617,190422,916715,160658,1026274,381618,2362317,7865156,0,90644,90644,42714,133358,127674,24086110,18295976,5790134,57209,5732925,234830,23851280,21039743,255973,40807,60079,1203207,1424782,787245,2082200,1123449,618684,1103189,1208570,2078160,286605,1529386,545458,2719180,677450,1828894,1466425,2811537,246608,206057,2358872,550066,1808806,2975083,2641031,38575.7,25933.6,12642,10480.6,7458.2,1666.6,1355.9,39589.7,112727.3,320309,197478.8,2463.3,4736.4,1983,14477.9,14314.5,108138.5,5285.8,7433.5,20620.3,2658.5,15367,122830.2,28379.5,1097.7,3113.3,2899.9,3479.4,24282.5,54672.8,4905.1,156254.6,146159.9,78160.1,17862.8,1709.2,1625.2,18210.3,10328.1,651.7,18577.4,9195.5,280143.8,65023,43130.3,70752.4,101238,660810.4,153541.8,71300.4,37716.5,42422,2102.9,507268.6,474396.6,32872.1,395062.2,263056.8,37298.5,71954.1,153804.2,46184.4,85821,78230,7591.1,216491.4,32468.2,184023.2,96258.1,48762.9,15567.4,23434.8,130216.3,42014.3,29316.4,12697.9,88202,19514,68688,56050,334052,45396.1,28466.5,260189.4,49056.3,302414.5,117749.7,600452.8,482092.6,2158938.4,0,0.21,0,75277,39437463,1743668
"Colorado",2018,90.0616894846406,142,29876375,0,0,19735,3457,293149,20.901,14026,5.706,19735,3457,759,16618,121433,2217310,1.2,1847402,0,966448,169374,156998,15336,3633905,1527222,0,14728,14728,1102,15831,88720,3855474,2852274,1003200,35424,967776,48358,3807116,3306916,14065,50244,8825,262833,165686,119863,341078,140752,89623,224365,226255,354078,49273,212841,77197,350375,110404,304854,204305,500200,52910,52840,394450,123594,270856,372452.9,327281.3,2494.4,2109.8,384.6,13788.9,9961.1,1106.3,2721.5,3939.4,21658.3,25738.3,15878.2,302.3,1496.3,326,1683.8,1462.4,5563.9,474.1,116.6,2123.7,560.5,1768.5,9860.1,4172.2,96.2,44.5,103.6,454.9,1929,2330.6,728.9,20706.6,19505.9,13291.9,4596.3,760.6,1.2,2346.3,537.7,2749.1,1611.2,689.5,20734.3,6644.1,426.7,9447.2,4216.3,76714.3,20896.4,8627.7,4676.8,7314.9,277,55817.8,52268.5,3549.3,54451.1,35514.9,3801.6,10155.7,21557.6,7440.2,11496.1,10320.5,1175.5,26657.3,3306,23351.3,13410.4,5720.9,2062.6,2157.4,19162.6,6162.5,2730.2,3432.3,13000.1,3662.6,9337.5,8438,45171.6,9193.6,5015.1,30962.9,16283.3,40212.4,17231.3,46472.6,63679.9,263601.4,0,0.583333333333333,0.5,71953,5697155,74052
"Connecticut",2018,37.3842406838237,21,1486681,2296,423,2296,423,0,0,0,0,0,0,21,5056,11668,0,0,0,176496,0,0,37572,6480,214068,756159,0,13893,13893,9715,23608,112,2316626,1752016,564610,5021,559589,9575,2307051,2054522,2343,2109,5745,114104,169823,68846,217720,74989,38898,191845,121181,164080,38277,123478,89056,308632,56803,143430,123163,252529,18147,13494,220888,74061,146827,279782.3,251943.9,334.8,289.9,44.8,201.4,0,197.6,3.8,4603.8,8193.2,28792.4,20758,98.1,271.8,433.5,4046.8,1801.4,1925.2,1110.4,432.7,7800.7,194.2,2643.2,8034.3,1433.8,152.4,37.8,327.6,453.4,305.7,4748.6,575,14526.2,13864.4,5243.1,459.5,51.3,180.3,851.4,858,941.4,1164.9,736.2,14619.3,2510.2,1657.8,9080.5,1370.9,85032.5,43850.9,6357.7,12430.5,24705.7,356.9,41181.7,35048.2,6133.5,33376.7,19092.2,3086.9,4302.7,11702.7,6776.2,7508.3,6611.3,897,28544.9,6393.6,22151.4,10401,6258.3,3320.5,2171.6,9219.9,2507.7,1254.5,1253.1,6712.2,1230.9,5481.3,5391.3,27838.3,3067.8,3144.4,21626.2,536.1,28390.6,9846.9,43411.7,37521.7,214422.2,0,0,0,76348,3574561,70326
"Delaware",2018,13.9893100102846,32,824222,0,0,0,0,0,0,0,0,0,0,430,0,1969,0,0,0,0,0,0,3389,1492,3389,300567,0,739,739,680,1419,47,597228,472585,124643,1885,122758,3434,593794,519627,NA,NA,2219,32414,28636,12274,62736,21170,5728,62580,29669,38955,10196,36084,9790,77420,14854,45511,27903,74167,5692,8656,59819,32512,27307,74186.7,66604.9,618.7,583.5,35.2,6,0,5.2,0.8,1030.8,2847.9,4819,1443,22.4,70.3,22.1,166.1,123.8,599.5,121,15.9,93.3,30.2,178.4,3375.9,896.8,62.9,1.9,178.2,25.6,826.1,1121,263.5,1939,2808.5,1144.4,35.6,128.2,3.4,258.2,97.2,2.7,314.2,304.9,983.2,178.1,17.8,533.8,253.6,32907.5,20742.8,13015.2,1841.6,5851.6,34.5,12164.7,7520.2,4644.5,8392.7,4810.9,1781.5,755.4,2274,1701.9,1879.8,1697.9,182,6000.9,450.3,5550.6,1967.2,2553.5,621,408.9,2082.1,403,97,306,1679.1,375.1,1304,1024.1,7581.8,821.4,591.4,6169,624.7,4747.5,2175.3,5802.2,8291.5,58313.4,0,0,0,64805,966985,4219
