"State","Year","CO2 Emissions (Mmt)","TotalNumberofInvestments","TotalAmountofAssistance","BDFDB","BDPRP","BFFDB","BFPRP","CLPRB","CLPRK","CLPRP","COPRK","EMFDB","ENPRP","GETCB","HYTCB","NCPRB","NGMPB","NGMPK","NGMPP","NUETB","PAPRB","PAPRP","REPRB","SOTCB","TEPRB","TETCB","WDEXB","WDPRB","WDTCB","WSTCB","WWPRB","WYTCB","Total employment (number of jobs)","Wage and salary employment","Proprietors employment","Farm proprietors employment","Nonfarm proprietors employment 2/","Farm employment","Nonfarm employment","Private nonfarm employment","Forestry, fishing, and related activities.x","Mining, quarrying, and oil and gas extraction.x","Utilities.x","Construction.x","Manufacturing.x","Wholesale trade.x","Retail trade.x","Transportation and warehousing.x","Information.x","Finance and insurance.x","Real estate and rental and leasing.x","Professional, scientific, and technical services.x","Management of companies and enterprises.x","Administrative and support and waste management and remediation services.x","Educational services.x","Health care and social assistance.x","Arts, entertainment, and recreation.x","Accommodation and food services.x","Other services (except government and government enterprises).x","Government and government enterprises.x","Federal civilian.x","Military.x","State and local.x","State government","Local government","All industry total","Private industries","Agriculture, forestry, fishing and hunting","Farms","Forestry, fishing, and related activities.y","Mining, quarrying, and oil and gas extraction.y","Oil and gas extraction","Mining (except oil and gas)","Support activities for mining","Utilities.y","Construction.y","Manufacturing.y","Durable goods manufacturing","Wood product manufacturing","Nonmetallic mineral product manufacturing","Primary metal manufacturing","Fabricated metal product manufacturing","Machinery manufacturing","Computer and electronic product manufacturing","Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing","Other transportation equipment manufacturing","Furniture and related product manufacturing","Miscellaneous manufacturing","Nondurable goods manufacturing","Food and beverage and tobacco product manufacturing","Textile mills and textile product mills","Apparel, leather, and allied product manufacturing","Paper manufacturing","Printing and related support activities","Petroleum and coal products manufacturing","Chemical manufacturing","Plastics and rubber products manufacturing","Wholesale trade.y","Retail trade.y","Transportation and warehousing.y","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Information.y","Publishing industries (except Internet)","Motion picture and sound recording industries","Broadcasting (except Internet) and telecommunications","Data processing, hosting, and other information services","Finance, insurance, real estate, rental, and leasing","Finance and insurance.y","Monetary Authorities- central bank, credit intermediation, and related services","Securities, commodity contracts, and other financial investments and related activities","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Real estate and rental and leasing.y","Real estate","Rental and leasing services and lessors of nonfinancial intangible assets","Professional and business services","Professional, scientific, and technical services.y","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises.y","Administrative and support and waste management and remediation services.y","Administrative and support services","Waste management and remediation services","Educational services, health care, and social assistance","Educational services.y","Health care and social assistance.y","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation.y","Performing arts, spectator sports, museums, and related activities","Amusement, gambling, and recreation industries","Accommodation and food services.y","Accommodation","Food services and drinking places","Other services (except government and government enterprises).y","Government and government enterprises.y","Federal civilian.y","Military.y","State and local.y","Natural resources and mining","Trade","Transportation and utilities","Manufacturing and information","Private goods-producing industries 2/","Private services-providing industries 3/","Region","Party","Representative","Senator"
"Iowa",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950444,1535646,414798,72352,342446,91009,1859435,1590711,15224,4204,7047,101067,206704,70767,214153,70921,32839,125642,59375,70817,14028,88825,45515,209544,34359,118758,100922,268724,19190,13040,236494,65857,170637,142016.7,124552.3,6441.6,6025.9,415.7,313.6,0,309.9,3.7,3121.2,5156,26794.7,13660.2,528.5,603,756.9,1344.2,5772.1,1833.1,717.5,831,221.7,568.6,483.6,13134.5,6700.7,59.1,54.9,700,548.9,117,3999.6,954.4,8871,8060.8,4860.7,93.4,993,25.7,2364.3,111.4,85.7,493.2,693.9,4914.8,1455.8,160.8,2387.3,910.9,29207.4,14585.6,4356.9,438.7,9764.7,25.3,14621.8,13543.2,1078.5,8736.8,4351,875.7,776.2,2699.1,1351.7,3034.1,2744.6,289.5,11217.7,1563.5,9654.2,4456.3,2611.8,1709.4,876.7,3894.9,1105.6,306.3,799.3,2789.3,748.8,2040.5,2961.1,17464.3,1860.5,790.7,14813.1,6755.2,16931.8,7981.9,31709.6,38705.9,85846.4,"North Central",NA,0.428571428571429,0.666666666666667
"Iowa",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975960,1551027,424933,72700,352233,90855,1885105,1616904,15325,4070,6800,101165,212405,72167,217749,72556,32619,128998,61539,71509,15608,89457,46115,210144,35420,120475,102783,268201,18039,13011,237151,66599,170552,148102.2,130545.6,10724.1,10317.5,406.6,302.3,0,298.3,4,2680.2,5411.8,25973,13422.9,524.2,605.6,1028.7,1436,4827.6,1923,561.9,1216.7,232.1,611.1,456.1,12550.1,5847,57.3,65,641.4,532.3,145.9,4209.7,1051.6,9279.5,8243.7,4962.2,87.5,992.9,25.4,2475.1,120.8,75.7,512.6,672.1,4767.6,1458.1,150.7,2127.5,1031.2,30476.1,15079.2,4761.8,414.9,9831.3,71.1,15397,14406.3,990.7,9163.3,4588.8,901.6,887,2800.2,1500.1,3074.4,2815.4,259,11480.4,1583.4,9897,4554.5,2742.3,1741.4,858.8,4100,1144.7,340.3,804.5,2955.3,821.7,2133.6,2981.5,17556.6,1800.6,819.6,14936.5,11026.4,17523.2,7642.4,30740.6,42411.2,88134.4,"North Central",NA,0.428571428571429,0.666666666666667
"Iowa",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993430,1570535,422895,72109,350786,88093,1905337,1637873,15985,5107,6715,104280,217209,73567,218149,73991,31220,127868,61549,72919,16877,91218,46623,212964,35052,122883,103697,267464,17631,12905,236928,66581,170347,157838.6,139811.6,10520.5,10046.5,474,340.5,0,336.7,3.8,2791.1,5854.9,29415,17657.7,544,730.7,856.2,1654.5,8897.7,1633.4,614.8,1101.7,264.4,703.6,656.7,11757.3,5830.8,69.9,54.1,586.2,486.3,179.2,3466.3,1084.5,10139.7,8630.6,5154.5,94.5,1019.2,17.5,2578.3,130.2,84.6,516.6,713.6,4422.1,1404.8,162.6,2062.3,792.4,33175.9,17112.9,5379.2,566.7,11115.2,51.8,16063,15197.5,865.5,9902,4920.2,932,972.9,3015.4,1738.1,3243.7,2974.3,269.3,11949.1,1641.9,10307.2,4722.1,2873.2,1814,897.9,4366.7,1131.7,391,740.6,3235,927.4,2307.6,3149,18027,1787.3,842.9,15396.9,10861,18770.3,7945.6,33837.1,46130.9,93680.7,"North Central",NA,0.428571428571429,0.666666666666667
"Iowa",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019480,1592602,426878,72641,354237,91874,1927606,1660388,16581,5244,6690,107690,221383,74352,219104,75980,30410,128707,63850,75131,17457,90929,47593,214855,33707,126690,104035,267218,17452,12673,237093,66771,170322,161583,142891.9,12912.4,12432.6,479.8,296.8,0,292.5,4.3,2848.4,6110.5,29388.7,15398,605.8,749.8,1009.9,1753.6,6337.6,1824.4,809,1104.5,243.5,536.2,423.8,13990.7,6052.4,64,48.6,763.6,524.6,190.9,5250,1096.6,10544.2,8655.9,5219.7,75.7,1041.8,20.5,2544.5,136.9,89.1,526.2,785.1,4490.8,1396.3,167.6,2112.5,814.3,32490.7,15807.6,5331.6,648,9776.6,51.3,16683.1,15468.2,1215,10096.6,5044.7,938.5,1036,3070.3,1774.7,3277.2,3003.9,273.4,12105.9,1622.9,10482.9,4850.7,2841.3,1847.4,943.5,4543.9,1053.8,396.3,657.5,3490.2,1138.3,2351.8,3187.3,18691.1,1622.9,876.5,16191.7,13209.2,19200.1,8068.2,33879.5,48708.5,94183.4,"North Central",NA,0.5,0.666666666666667
"Iowa",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038926,1607489,431437,72021,359416,86854,1952072,1683993,16552,4956,6741,114455,223641,76681,220260,76032,30236,126352,67357,76960,19354,91659,47894,215352,34560,128294,106657,268079,17567,12501,238011,66660,171351,172121.9,152564.2,11278.7,10793.1,485.6,317.3,0,312.5,4.7,2962.3,6790.9,33216.4,18769.2,617.9,857.5,945.8,1782.2,9319.7,2005.6,645,1198.9,276.9,716,403.7,14447.2,6014,56.8,42.3,800.1,512.6,249.9,5719.6,1051.8,10786.7,8645.2,5506.9,89,1118.2,21.6,2698.8,146.7,86.6,547.5,798.7,4488.7,1354.7,155.1,1999.3,979.5,37291.3,20410.3,5842.2,574.1,13908.1,86,16881,15683.2,1197.7,10650.1,5258.7,959.6,1107.8,3191.3,1971.2,3420.2,3122,298.1,12496,1674,10822,5075.7,2834.7,1929.6,982,4773.3,1102.2,405.9,696.4,3671.1,1209.6,2461.5,3360.4,19557.7,1745.4,891.5,16920.8,11596,19431.9,8469.3,37705,51603.2,100961,"North Central",NA,0.5,0.666666666666667
"Kansas",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767601,1429716,337885,65434,272451,78177,1689424,1407131,7059,19592,7608,92647,199980,65698,198069,56302,54895,76118,45237,81396,13832,81573,21169,165415,25012,103353,92176,282293,25660,28436,228197,59251,168946,88594.7,76270.2,2032.6,1850.3,182.4,890.1,589.6,85.1,215.4,1702.3,3678.3,15260.6,9907.3,98.9,448.6,135.3,717.9,1109.1,641.5,378.3,770.5,4845,219.1,543.1,5353.3,2053.9,51.6,69.8,205.8,518,585.8,1262.4,606,5537.5,6695.1,3332.7,41.8,937.9,1.4,1165.1,101.7,277.3,529,278.5,5019.4,1283.8,83.4,3504.1,148,13199.5,4563.3,1766.1,499,2217,81.2,8636.1,7726.6,909.6,7178.3,3961.8,538,705.9,2718,983.8,2232.7,2028.5,204.2,6617.9,553.4,6064.5,2807.3,1879.2,822.9,555.1,2721,437.2,122.1,315,2283.9,356.7,1927.2,2405,12324.5,1922.1,1309.4,9093,2922.7,12232.5,5035.1,20280,21861.6,54408.6,"North Central",NA,0.8,1
"Kansas",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746077,1410962,335115,58985,276130,70532,1675545,1394118,8045,17635,7087,90370,188905,65408,196112,55319,50728,78206,44970,80684,12576,82992,22173,168198,25668,103692,95350,281427,26299,28489,226639,55012,171627,91049.7,78087.3,1718.7,1546.2,172.5,819.4,565.1,90.4,163.9,1643.4,3664.9,15031.8,9511.5,96.7,594.3,140.8,696.8,1100.8,754.6,355.4,789.7,4217.6,222.5,542.2,5520.3,1988.4,49.5,69.9,204.3,694.9,390.9,1338.7,783.7,5682.8,6796.6,3273.4,36.2,901.5,1,1173.3,107.9,209.5,550.6,293.5,5462.2,1164.7,93.3,3939.5,264.8,14139.3,5016,2219,475.6,2272.9,48.5,9123.3,8228.2,895.1,7456.8,4296.4,572.9,707.1,3016.4,864,2296.5,2071.3,225.2,6976.5,553.8,6422.7,2978,2004,884.1,556.7,2830.4,451.6,133.1,318.6,2378.7,351.8,2027,2591,12962.4,2046.8,1453.4,9462.2,2538.1,12479.5,4916.8,20494.1,21234.8,56852.5,"North Central",NA,0.8,1
"Kansas",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733694,1392569,341125,56902,284223,68516,1665178,1382719,7313,19869,7253,91725,179013,63504,194545,55509,48328,78441,47095,80311,11135,81298,22651,169654,24116,105138,95821,282459,26134,28973,227352,54816,172536,94630.2,81020.8,2736,2561.7,174.4,1006.1,709.2,102.9,194,1641.9,3822.1,14867.6,8879.9,79.1,611.9,155.5,758.6,1163,818.5,326,813.8,3566.6,214.3,372.6,5987.7,2255.7,40.2,64.7,186.4,662.5,693.3,1299.8,785.1,5907.1,7050.6,3550.2,54.5,988.2,1.3,1206.6,108.9,249,620.5,321.1,5542.8,1095.8,84.4,4076.7,285.8,14552.8,5326.9,2256.4,477.9,2522.6,70,9225.9,8294.1,931.8,7462.9,4196.2,587.2,676.6,2932.4,854.9,2411.9,2166.3,245.6,7398,608.8,6789.2,3139.1,2117.9,928.2,603.9,2902.6,420.3,152.9,267.5,2482.2,406.2,2076.1,2579.9,13609.4,2125.8,1740.6,9743,3742.2,12957.7,5192.1,20410.4,22431.9,58588.9,"North Central",NA,0.8,1
"Kansas",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750876,1403995,346881,55703,291178,67586,1683290,1399413,7623,18466,7356,93271,181738,64434,192957,55479,45617,78350,50181,85550,10614,85721,21601,172796,25355,106694,95610,283877,25901,28585,229391,55313,174078,98013.9,83506.7,3047.9,2872.6,175.3,1224.5,825.5,122.9,276.1,1788.9,4014.7,14624,9129.2,92.3,628.7,171.1,767.6,1379.7,852.1,371.1,993.7,3348.5,218.5,306,5494.8,2102.1,43.9,65.2,164.6,735.9,323.9,1212.6,846.5,6486.5,7164.6,3766.7,65.7,1046.2,1.1,1278.5,115.2,237,679.1,344,5068.7,1088.7,92.3,3577,310.7,14641.6,5217.9,2118.7,466.3,2561.9,71.1,9423.6,8393.7,1029.9,7908.9,4461,620.2,706.2,3134.6,860.2,2587.7,2352.9,234.7,7906.4,618.1,7288.3,3383.2,2278.4,979.7,647,3182.2,463.4,170.2,293.3,2718.8,474.1,2244.7,2681,14507.2,2228.1,1915.5,10363.6,4272.5,13651.1,5555.6,19692.7,22911.2,60595.5,"North Central",NA,0.8,1
"Kansas",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765650,1409058,356592,55592,301000,66829,1698821,1416023,7962,19489,7447,94836,185459,64587,191656,56287,43840,78952,53335,85003,11811,89933,22177,173949,26067,107303,95930,282798,25816,27852,229130,54570,174560,103966.3,88975.3,3197.7,3016.7,181,1564.9,1057,154,353.9,1738.7,4326.3,15923,9308.6,100.3,623.9,190.5,851.5,1333.2,1141.5,392.9,941.9,3177.4,221.9,333.7,6614.4,2088.2,34.3,59.8,185.8,694.9,1303.4,1490.8,757,6914,7438.4,3977.5,65,1140.6,0.8,1322.6,119.2,193.8,741.7,393.9,5730.3,1027.6,63.5,4323.8,315.5,15279.3,5612.8,2173.5,587.8,2782.1,69.4,9666.5,8669.5,997.1,8750.8,4683.1,645.3,756.1,3281.7,1055.6,3012.1,2767.4,244.7,8108.5,628.7,7479.8,3568.7,2230.2,1002,678.9,3244.6,483.6,174.2,309.4,2761,485.3,2275.8,2781.3,14990.9,2237,2165.1,10588.9,4762.6,14352.4,5716.3,21653.3,25011.9,63963.4,"North Central",NA,0.8,1
"Kansas",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795507,1432873,362634,54114,308520,64910,1730597,1442225,7748,22403,7478,97449,188047,64743,190391,57506,43925,80900,55342,87381,13061,93688,22438,176919,26505,109888,96413,288372,26450,30527,231395,53978,177417,112634,96618.6,2560,2342.2,217.8,1911,1128.9,184.8,597.3,1923.1,4537.2,18855.5,11623.5,101.4,617.4,237.6,926.6,1383.1,1210.1,389.9,1124.4,4949.6,255.8,427.8,7232,2430.1,36.5,53.5,204.4,746.8,1373.8,1574.9,811.9,7306.9,7701.6,4290.1,57.6,1353.4,1.3,1413.8,128,168.1,727.1,440.9,7537.3,927.2,64.3,6162.6,383.2,15575.6,5651.9,2155.7,649.9,2781.5,64.7,9923.7,8761.7,1162,9616.2,4987.4,696.2,841.3,3449.9,1342.8,3285.9,3060.7,225.2,8501.7,675.6,7826.1,3720.6,2383.9,1024.8,696.7,3397.1,479.4,166,313.4,2917.7,494.5,2423.2,2905.2,16015.5,2422.8,2498.4,11094.2,4471,15008.5,6213.2,26392.8,27863.7,68754.9,"North Central",NA,0.8,1
"Kansas",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844355,1465420,378935,55014,323921,65639,1778716,1484303,8228,24043,7584,99119,192930,65993,190643,59277,45115,86094,57694,92717,13398,98865,23647,182160,27489,110863,98444,294413,24854,33003,236556,55202,181354,122349.1,105110.1,3359.3,3162.1,197.2,2070.3,1199.5,210.1,660.7,1965.1,4831.5,21198.2,13666.4,108.2,572.5,339.8,1188.5,1368.5,1239,361,991.3,6877.4,263.3,356.9,7531.8,2385.2,37.2,60.4,158,805.2,1741.6,1447.8,896.3,7791,7836.6,4288.5,51.3,1342.8,1.9,1429.2,129,193.2,659.6,481.4,8715.5,1104.3,76.1,7222.5,312.6,17285.8,6363.5,2113.6,642.2,3477.3,130.4,10922.3,9644.6,1277.7,10504.5,5459,766.6,927.4,3764.9,1423.8,3621.8,3343.1,278.6,9001.2,749.4,8251.8,3896,2544,1084.3,727.6,3297.6,454.2,129.5,324.8,2843.4,489.4,2354,2964.9,17239,2310.5,2819.6,12109,5429.6,15627.6,6253.6,29913.7,31459.3,73650.8,"North Central",NA,0.6,1
"Kansas",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858069,1473838,384231,54530,329701,63820,1794249,1495669,8646,31467,7855,97741,193116,67693,185907,58725,42958,89590,57933,95362,15234,97440,24653,186051,27501,111092,96705,298580,25179,33253,240148,55689,184459,127824.5,109657.3,3943.8,3736.6,207.2,2586.8,1660.6,205,721.2,2123.2,4886.5,19774.8,12603.3,123.4,560.4,190.9,1500.2,1281.1,1139.2,403.8,805,6029.3,233.1,336.8,7171.5,3035.7,45.2,66.3,129.6,802.2,658,1528.7,905.9,8555.7,7781.8,4665,56.9,1618.7,1.6,1442.1,139.3,200.1,709.1,497.2,8328.1,1067.2,81.3,6814.8,364.8,19300.8,5844.9,2354.3,358.1,3011,121.6,13455.9,10166.3,3289.6,11549.7,6143.6,885.8,1061.2,4196.6,1613.6,3792.5,3530.8,261.7,9878.5,871,9007.4,4247.6,2804.1,1187.4,768.3,3342.8,462.9,136.3,326.7,2879.9,464.8,2415.1,2939.8,18167.2,2252.2,3003.2,12911.8,6530.6,16337.5,6788.2,28102.9,31191.9,78465.4,"North Central",NA,0.6,1
"Kansas",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813184,1422932,390252,53973,336279,62798,1750386,1449964,8982,29941,7941,90165,173854,65954,181262,56238,38677,93573,57132,93232,14849,92455,25120,188499,27203,109353,95534,300422,26334,34418,239670,53825,185845,124779.5,106342,3927.7,3715.6,212.1,1760.7,1089.3,239.9,431.5,2371.7,4685.4,17651.7,9802.7,106.9,467.6,131.1,1130.2,1264.5,1267,397.6,403,4053.8,221,360.2,7849,3275,46.9,59.9,156.9,792.9,814.1,1658.7,1044.6,8708.3,7911.9,4354,55.7,1477.3,1.1,1311.8,130.6,201.8,666.2,509.5,7181.5,983,103,5735.5,360,19933.5,5709.9,2145.6,630.6,2862,71.7,14223.6,10625.7,3598,11072.4,5989.6,807.4,1111.3,4070.9,1498.2,3584.7,3332.2,252.4,10460.5,956.4,9504.1,4416.1,3048.1,1274.6,765.3,3438.5,473.4,140.2,333.2,2965.2,425.1,2540,2884,18437.6,2330.9,3135,12971.7,5688.4,16620.2,6725.7,24833.2,28025.6,78316.4,"North Central",NA,0.8,1
"Kansas",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801873,1407971,393902,53857,340045,63882,1737991,1434116,9251,36124,8028,84708,166000,64376,177858,55179,33432,92428,59578,93037,16579,93675,26071,188383,27479,108628,93302,303875,28495,37102,238278,53274,185004,127970.4,108896.1,4540.1,4243,297.1,1965.9,1280.9,211.2,473.8,2647.6,4574.7,19829.8,11722.6,112.8,446,155,1022.6,1443.4,1351,407,1048.7,5187.9,227.2,321,8107.2,3385.5,46.3,64.9,133.3,869.4,990.9,1828.9,788.1,9033.9,8066.7,4545.8,70.4,1535.6,0.8,1354.6,138.2,239,709.5,497.8,5004.8,1050,93.9,3568.3,292.6,19779.2,5691.4,1989.1,685.8,2929.6,86.8,14087.8,11192.3,2895.5,11778.4,6206.9,788.9,1160.1,4257.9,1766.8,3804.6,3492.7,311.9,10710.9,997.3,9713.6,4564.6,3097.6,1308.3,743.1,3500.3,508.6,135.3,373.2,2991.7,441.8,2549.9,2918.1,19074.3,2694.6,3355.1,13024.7,6506,17100.5,7193.4,24834.6,30910.5,77985.5,"North Central",NA,0.8,1
"Kansas",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819044,1417054,401990,53660,348330,65761,1753283,1453331,9410,31658,8213,83332,167302,64712,180548,57449,32160,99495,61821,93237,15343,97969,26080,190736,28487,110514,94865,299952,27347,37679,234926,53452,181474,135528.5,115992.5,6172.2,5882.6,289.6,2192.3,1451.1,203.1,538.1,2987.9,4489.3,22353.5,12324.9,91.5,372.8,222.7,1015.4,1738.1,1264.5,377.2,1213.7,5516.4,203.1,309.4,10028.6,3314.9,45.8,61.9,136.6,854.3,2785.6,1994.8,834.8,9117.3,8469.8,4984,66.8,1671.5,1.1,1444.7,141.9,328.2,834.8,495,4484.4,997.7,84.9,3081.3,320.5,20892.4,6340.2,2258.8,672.1,3319.6,89.8,14552.2,11986,2566.2,12276.3,6408.9,826.2,1180.9,4401.8,1697.2,4170.3,3901.9,268.3,11046.3,1020.4,10025.9,4753.4,3202.7,1342.9,726.9,3547.9,538.6,135.3,403.4,3009.3,494.8,2514.5,2978.8,19536,2728.7,3375.1,13432.1,8364.5,17587.1,7971.9,26837.9,35207.3,80785.2,"North Central",NA,1,1
"Kansas",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841393,1433074,408319,52862,355457,63753,1777640,1479572,9691,42405,8155,85966,169308,63973,180596,59756,31829,98640,60432,95360,15075,100490,26625,192991,30729,112574,94977,298068,26476,37542,234050,52581,181469,140764.1,121039.2,5402.2,5080.8,321.4,2291.7,1510.7,169.7,611.3,2886.1,4945.4,22981.6,12016.5,119.1,457.8,243.7,1133.9,1785.5,1117.4,298.8,1224.1,5165,166,305.2,10965.1,3368.6,58.8,71.4,184.3,951.1,3788.9,1652.1,890,9733.4,8716.3,5412.4,71,1780.3,4.1,1499.1,146.1,504.9,876.7,530.3,4874.8,1072.2,80.4,3434.1,288,22374.5,7503.2,2432.1,936.2,4062.1,72.8,14871.3,12649,2222.3,13053.3,6920.7,845.3,1299.3,4776.1,1756.7,4375.8,4086.9,288.9,11438.7,1037.8,10401,4883.2,3372.3,1367.5,777.9,3886.2,664.1,150,514.1,3222.1,509.7,2712.4,3042.6,19725,2622.2,3325.4,13777.4,7693.9,18449.8,8298.5,27856.4,35620.9,85418.3,"North Central",NA,1,1
"Kansas",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869054,1447857,421197,53410,367787,62739,1806315,1508626,10014,46585,7949,88094,170113,64999,183245,59780,31737,99998,62134,100795,16667,104680,27508,193687,31068,114102,95471,297689,25443,36331,235915,53588,182327,143065.8,123059.7,7308.3,6993.2,315.1,2355.9,1590.7,152.4,612.8,3027.8,5097.7,19413,10304.4,148.6,564.7,166,1258.6,1834.4,1145.2,339.4,1090,3273.5,186.7,297.3,9108.6,3313.6,60.5,47.3,251.9,939.9,2139.9,1426.5,929,10120.7,9026.6,5732.7,76.4,1638.2,5.7,1527.3,151.7,867,934.3,532.2,6779.3,1052.2,96.6,5330.1,300.3,21452.7,7254.5,2373.8,954,3869,57.7,14198.2,12721.9,1476.3,13974.1,7365.1,898.5,1399.1,5067.5,1963.9,4645.1,4353.7,291.4,11719.8,1053.5,10666.3,4942.2,3486,1422.5,815.7,3937.6,644.7,133.8,510.8,3293,499.2,2793.8,3113.4,20006.2,2321.6,3159.4,14525.1,9664.3,19147.3,8760.5,26192.3,34174.9,88884.7,"North Central",NA,1,1
"Kansas",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895859,1471369,424490,52401,372089,64308,1831551,1534595,10708,45526,7985,91143,169307,69295,185899,60565,32316,98209,64705,102210,20441,107218,28708,194632,32154,115768,97806,296956,24893,35842,236221,53884,182337,148942.7,128533.6,4982.7,4650.6,332.1,2331,1542.5,128.6,659.8,3049.6,5477.8,21849.3,11439.7,126.8,555.6,198.4,1307,1906.5,723,390.6,1151.3,4570.8,202.2,307.5,10409.5,3763,50.7,41.7,211.6,808.7,3077.5,1566.4,889.9,10578,9042.8,5567.4,59.8,1679.4,2.4,1636.2,165.2,551.1,940.1,533.2,7158.1,1001,107.9,5654.8,394.4,24155.4,8378.4,2457.1,970.8,4864.4,86.1,15777,13154.4,2622.6,14879.8,7738.3,870.7,1494.7,5372.9,2385.6,4755.8,4457.9,297.9,11901.9,1083.7,10818.2,5012.2,3537.5,1437.9,830.6,4350.1,736.4,137.5,598.9,3613.7,631.7,2982,3209.8,20409.2,2391.8,3092.3,14925,7313.6,19620.8,8617,29007.4,34640.7,93892.9,"North Central",NA,1,1
